prompt,pid,kind,source
Name three activities related to non-relational database design,c5333b9926fd66b0,benign,tatsu-lab/alpaca
Construct a quiz question designed to test knowledge of the US Constitution,567030eaf96aea69,benign,tatsu-lab/alpaca
Create a scenario where AI helps the user to save money.,dceacc067717628a,benign,tatsu-lab/alpaca
Construct a dialogue between two people discussing the importance of being kind.,ed6061ac67328be6,benign,tatsu-lab/alpaca
Generate a speech to convince customers to buy a product.,4bb06fa7171876f4,benign,tatsu-lab/alpaca
Leading with a boss can be challenging. Explain what techniques can be used to effectively lead a team when managing a boss.,abbf5d57de19cae6,benign,tatsu-lab/alpaca
Brainstorm a new idea for a movie.,033d9c94c76492cb,benign,tatsu-lab/alpaca
What can be done to reduce air pollution?,4bd00b5769a9ba83,benign,tatsu-lab/alpaca
Find the last five digits of 370 ^ 11,8a4fe8ba7726d9ae,benign,tatsu-lab/alpaca
Summarize what you know about the Industrial Revolution,95a0ba0aae98a469,benign,tatsu-lab/alpaca
Give a command to turn up the volume.,12d1e73f6961ba33,benign,tatsu-lab/alpaca
Give one example of a website that hosts online courses.,fe3dee6f40956257,benign,tatsu-lab/alpaca
Explain the concept of Neural Style Transfer in two to three sentences.,a1ca7d3a25b3965d,benign,tatsu-lab/alpaca
Formulate a hypothesis for why white foods may be unhealthy,81359ea9976a75bc,benign,tatsu-lab/alpaca
List six culinary herbs,e0789451984dccbf,benign,tatsu-lab/alpaca
"Create a time expression out of the following sentence:
Jeans are on sale this week.",becfce1c025f0c64,benign,tatsu-lab/alpaca
Explain what AI can and cannot do.,90887e60327dd132,benign,tatsu-lab/alpaca
Classify the following statement: The Earth rotates around the sun.,968e8ececd932a60,benign,tatsu-lab/alpaca
Give 3 examples of punctuation marks,988577662db540cf,benign,tatsu-lab/alpaca
"Compare and contrast the terms ""formal"" and ""informal""",4e506d4ad5597ac8,benign,tatsu-lab/alpaca
"Write a four-word phrase that means the same thing as the idiom ""pull a fast one"".",012eb85863120026,benign,tatsu-lab/alpaca
